"Name","K","Kin","Kout","TypeI","TypeII","Type"
"RGS19",19,13,6,0,1,"coding"
"ZIC1",11,8,3,0,1,"coding"
"NUDT18",25,20,5,0,1,"coding"
"TRPC3",24,17,7,0,1,"coding"
"RGS4",23,21,2,0,1,"coding"
"PLCB1",31,27,4,0,1,"coding"
"GOLGA2",35,28,7,0,1,"coding"
"IGF2",66,60,6,0,1,"coding"
"LRSAM1",15,10,5,0,1,"coding"
"STUB1",15,4,11,0,1,"coding"
"GPRIN2",14,12,2,0,1,"coding"
"GRASP",8,5,3,0,1,"coding"
"USP8",28,26,2,0,1,"coding"
"GRK6",25,21,4,0,1,"coding"
"TUBA1B",42,41,1,0,1,"coding"
"SGK1",67,64,3,0,1,"coding"
"KIF5B",70,68,2,0,1,"coding"
"RAC1",73,61,12,0,1,"coding"
"HAND2",80,34,46,0,1,"coding"
"TCF3",408,28,380,0,1,"coding"
"MMP2",64,45,19,0,1,"coding"
"MMP7",10,2,8,0,1,"coding"
"HCST",2,1,1,0,1,"coding"
"HEXDC",5,3,2,0,1,"coding"
"SMAD7",76,65,11,0,1,"coding"
"PLAU",19,15,4,0,1,"coding"
"HIPK2",49,45,4,0,1,"coding"
"HMGXB4",43,42,1,0,1,"coding"
"NR1H2",52,13,39,0,1,"coding"
"HNRNPA1",75,70,5,0,1,"coding"
"TNPO1",111,107,4,0,1,"coding"
"MEIS1",56,48,8,0,1,"coding"
"PBX1",226,52,174,0,1,"coding"
"HOXC8",49,47,2,0,1,"coding"
"SMAD6",26,24,2,0,1,"coding"
"IRAK2",19,17,2,0,1,"coding"
"HSPBP1",8,7,1,0,1,"coding"
"NUAK1",51,46,5,0,1,"coding"
"PSME3",55,50,5,0,1,"coding"
"HSPB2",5,4,1,0,1,"coding"
"S1PR1",77,74,3,0,1,"coding"
"HTRA1",18,12,6,0,1,"coding"
"IFNAR1",45,37,8,0,1,"coding"
"IFNAR2",75,72,3,0,1,"coding"
"IGBP1",15,13,2,0,1,"coding"
"IGF1",126,124,2,0,1,"coding"
"IGFBP5",79,75,4,0,1,"coding"
"IL12B",7,6,1,0,1,"coding"
"IL4R",16,7,9,0,1,"coding"
"IL18",8,5,3,0,1,"coding"
"IL1RAP",43,35,8,0,1,"coding"
"NDN",22,17,5,0,1,"coding"
"TICAM2",13,8,5,0,1,"coding"
"NGFR",43,31,12,0,1,"coding"
"IL21",2,1,1,0,1,"coding"
"PTPN6",47,12,35,0,1,"coding"
"IL5RA",18,13,5,0,1,"coding"
"IRF3",35,17,18,0,1,"coding"
"IRF4",98,40,58,0,1,"coding"
"ITGB7",7,3,4,0,1,"coding"
"ITGB5",29,17,12,0,1,"coding"
"VTN",7,3,4,0,1,"coding"
"PRKG1",52,42,10,0,1,"coding"
"PPIA",38,35,3,0,1,"coding"
"TJP1",60,51,9,0,1,"coding"
"SKI",131,125,6,0,1,"coding"
"KCNA2",10,8,2,0,1,"coding"
"SNAP25",32,30,2,0,1,"coding"
"KHSRP",104,100,4,0,1,"coding"
"KLRD1",26,25,1,0,1,"coding"
"LANCL1",23,22,1,0,1,"coding"
"LEF1",43,22,21,0,1,"coding"
"LEPR",29,18,11,0,1,"coding"
"SHANK1",12,2,10,0,1,"coding"
"RTN4",46,41,5,0,1,"coding"
"LSM2",8,3,5,0,1,"coding"
"LSM4",22,17,5,0,1,"coding"
"LSM5",15,11,4,0,1,"coding"
"LTB",12,10,2,0,1,"coding"
"TRAF2",81,17,64,0,1,"coding"
"MED12",16,14,2,0,1,"coding"
"PDX1",13,2,11,0,1,"coding"
"MAFG",39,36,3,0,1,"coding"
"MAP1B",114,105,9,0,1,"coding"
"MAP3K2",101,99,2,0,1,"coding"
"MAP3K5",45,34,11,0,1,"coding"
"PPP2R1A",31,28,3,0,1,"coding"
"MAPK8IP3",37,29,8,0,1,"coding"
"TTF2",59,50,9,0,1,"coding"
"MAZ",466,83,383,0,1,"coding"
"ZNF512B",73,66,7,0,1,"coding"
"MBP",16,8,8,0,1,"coding"
"MECP2",91,72,19,0,1,"coding"
"MED9",13,10,3,0,1,"coding"
"MEF2A",78,41,37,0,1,"coding"
"MMP14",37,25,12,0,1,"coding"
"MRPS9",7,6,1,0,1,"coding"
"SELPLG",25,22,3,0,1,"coding"
"MST1",2,1,1,0,1,"coding"
"ZFHX3",101,100,1,0,1,"coding"
"RAB11A",57,55,2,0,1,"coding"
"NOTCH2",81,71,10,0,1,"coding"
"NR1D2",37,35,2,0,1,"coding"
"PSMD4",12,10,2,0,1,"coding"
"RELB",22,10,12,0,1,"coding"
"NTRK1",8,3,5,0,1,"coding"
"VTA1",46,43,3,0,1,"coding"
"NLGN3",10,8,2,0,1,"coding"
"SFPQ",204,67,137,0,1,"coding"
"STX4",42,36,6,0,1,"coding"
"SQSTM1",44,43,1,0,1,"coding"
"NUDT3",90,81,9,0,1,"coding"
"NUP98",44,38,6,0,1,"coding"
"OSMR",48,43,5,0,1,"coding"
"PABPC1",69,63,6,0,1,"coding"
"POLA1",14,11,3,0,1,"coding"
"BACH2",117,89,28,0,1,"coding"
"WT1",26,23,3,0,1,"coding"
"YBX1",35,30,5,0,1,"coding"
"PCYT2",15,14,1,0,1,"coding"
"RAD50",27,24,3,0,1,"coding"
"PDE4D",85,84,1,0,1,"coding"
"PDGFRB",41,22,19,0,1,"coding"
"PEA15",32,31,1,0,1,"coding"
"PEX5",17,15,2,0,1,"coding"
"SNUPN",7,4,3,0,1,"coding"
"PFN2",55,52,3,0,1,"coding"
"SCMH1",7,5,2,0,1,"coding"
"RND1",2,1,1,0,1,"coding"
"POLR3F",25,23,2,0,1,"coding"
"PORCN",6,5,1,0,1,"coding"
"WNT5B",10,9,1,0,1,"coding"
"WBP11",29,25,4,0,1,"coding"
"PPP1R9B",24,22,2,0,1,"coding"
"PRKD3",52,51,1,0,1,"coding"
"XPA",6,5,1,0,1,"coding"
"PTGDS",7,4,3,0,1,"coding"
"PTGFR",22,20,2,0,1,"coding"
"PTPRD",75,72,3,0,1,"coding"
"RAB3IL1",7,6,1,0,1,"coding"
"RAB3A",8,5,3,0,1,"coding"
"RABGGTB",18,17,1,0,1,"coding"
"RAB9A",20,19,1,0,1,"coding"
"SPG21",10,8,2,0,1,"coding"
"RALY",26,25,1,0,1,"coding"
"RFX1",37,31,6,0,1,"coding"
"RFX2",11,9,2,0,1,"coding"
"SYT1",39,36,3,0,1,"coding"
"SCARB1",20,19,1,0,1,"coding"
"SDCBP2",3,1,2,0,1,"coding"
"SMAD5",92,83,9,0,1,"coding"
"SKIL",90,66,24,0,1,"coding"
"SOX5",59,57,2,0,1,"coding"
"SMG5",16,15,1,0,1,"coding"
"UPF1",22,18,4,0,1,"coding"
"SNAP23",45,38,7,0,1,"coding"
"SOX4",93,90,3,0,1,"coding"
"SOX6",67,66,1,0,1,"coding"
"ZBTB7A",375,135,240,0,1,"coding"
"STAT3",403,69,334,0,1,"coding"
"YEATS4",14,13,1,0,1,"coding"
"TNFSF12",4,3,1,0,1,"coding"
"TNFRSF14",16,10,6,0,1,"coding"
"TNFRSF4",5,1,4,0,1,"coding"
"WIZ",40,37,3,0,1,"coding"
"ZBTB43",61,60,1,0,1,"coding"
"ZNF417",49,47,2,0,1,"coding"
"ZNF165",3,2,1,0,1,"coding"
"ZNF250",22,20,2,0,1,"coding"
"TCF7L2",272,62,210,0,1,"coding"
"FOXF2",40,37,3,0,1,"coding"
