"ensembl_gene_id","gene_name_WU","Gene.start..bp.","Gene.end..bp.","Length"
"ENSG00000104432","IL7",78675743,78805523,129780
"ENSG00000104442","ARMC1",65602458,65634217,31759
"ENSG00000104447","TRPS1",115408496,115809673,401177
"ENSG00000104450","SPAG1",100157906,100259278,101372
"ENSG00000104490","NCALD",101686542,102124907,438365
"ENSG00000104497","SNX16",81799581,81842866,43285
"ENSG00000104517","UBR5",102252273,102412759,160486
"ENSG00000104522","TSTA3",143612618,143618048,5430
"ENSG00000104524","PYCRL",143603210,143609773,6563
"ENSG00000104529","EEF1D",143579697,143599541,19844
"ENSG00000104537","ANXA13",123680794,123737402,56608
"ENSG00000104549","SQLE",124998497,125022283,23786
"ENSG00000104611","SH2D4A",19313693,19396218,82525
"ENSG00000104613","INTS10",19817391,19852083,34692
"ENSG00000104626","ERI1",9002147,9116746,114599
"ENSG00000104635","SLC39A14",22367249,22434129,66880
"ENSG00000104643","MTMR9",11284816,11328146,43330
"ENSG00000104660","LEPROTL1",30095398,30177208,81810
"ENSG00000104671","DCTN6",30156319,30183639,27320
"ENSG00000104679","R3HCC1",23270120,23296279,26159
"ENSG00000104687","GSR",30678066,30727846,49780
"ENSG00000104689","TNFRSF10A",23190452,23225126,34674
"ENSG00000104691","UBXN8",30732247,30767006,34759
"ENSG00000104695","PPP2CB",30774457,30814314,39857
"ENSG00000104714","ERICH1",614746,738106,123360
"ENSG00000104722","NEFM",24913758,24919098,5340
"ENSG00000104723","TUSC3",15417215,15766649,349434
"ENSG00000104728","ARHGEF10",1823926,1958641,134715
"ENSG00000104731","KLHDC4",87696485,87765992,69507
"ENSG00000104738","MCM4",47960185,47978160,17975
"ENSG00000104755","ADAM2",39743735,39838289,94554
"ENSG00000104756","KCTD9",25427847,25458476,30629
"ENSG00000104760","FGL1",17864380,17910365,45985
"ENSG00000104763","ASAH1",18055992,18084998,29006
"ENSG00000104774","MAN2B1",12646511,12666742,20231
"ENSG00000104783","KCNN4",43766533,43781257,14724
"ENSG00000104804","TULP2",48880965,48898733,17768
"ENSG00000104805","NUCB1",48900312,48923372,23060
"ENSG00000104808","DHDH",48933699,48944969,11270
"ENSG00000104812","GYS1",48968130,48993310,25180
"ENSG00000104814","MAP4K1",38587641,38618882,31241
"ENSG00000104818","CGB2",49031912,49033238,1326
"ENSG00000104823","ECH1",38815422,38831841,16419
"ENSG00000104824","HNRNPL",38836388,38852347,15959
"ENSG00000104825","NFKBIB",38899700,38908893,9193
"ENSG00000104827","CGB",49022869,49024333,1464
"ENSG00000104833","TUBB4A",6494319,6502848,8529
"ENSG00000104835","FBXO17",38915266,38930896,15630
"ENSG00000104848","KCNA7",49067418,49072941,5523
"ENSG00000104852","SNRNP70",49085419,49108605,23186
"ENSG00000104853","CLPTM1",44954585,44993341,38756
"ENSG00000104856","RELB",45001449,45038198,36749
"ENSG00000104859","CLASRP",45039045,45070956,31911
"ENSG00000104863","LIN7B",49114324,49118460,4136
"ENSG00000104866","PPP1R37",45091396,45148077,56681
"ENSG00000104870","FCGRT",49506816,49526333,19517
"ENSG00000104872","PIH1D1",49446298,49453497,7199
"ENSG00000104879","CKM",45306413,45322875,16462
"ENSG00000104880","ARHGEF18",7395113,7472484,77371
"ENSG00000104881","PPP1R13L",45379638,45406349,26711
"ENSG00000104883","PEX11G",7476875,7497449,20574
"ENSG00000104884","ERCC2",45349837,45370918,21081
"ENSG00000104885","DOT1L",2163933,2232578,68645
"ENSG00000104888","SLC17A7",49429401,49442360,12959
"ENSG00000104889","RNASEH2A",12806556,12815201,8645
"ENSG00000104892","KLC3",45333434,45351520,18086
"ENSG00000104894","CD37",49335171,49343335,8164
"ENSG00000104897","SF3A2",2236824,2248655,11831
"ENSG00000104899","AMH",2249309,2252073,2764
"ENSG00000104901","DKKL1",49361783,49375116,13333
"ENSG00000104907","TRMT1",13104902,13117567,12665
"ENSG00000104915","STX10",13144058,13150383,6325
"ENSG00000104921","FCER2",7688758,7702146,13388
"ENSG00000104936","DMPK",45769717,45782552,12835
"ENSG00000104938","CLEC4M",7763149,7769605,6456
"ENSG00000104941","RSPH6A",45795713,45815308,19595
"ENSG00000104946","TBC1D17",49877425,49888750,11325
"ENSG00000104951","IL4I1",49889654,49929539,39885
"ENSG00000104953","TLE6",2977538,2995179,17641
"ENSG00000104957","CCDC130",13731760,13763296,31536
"ENSG00000104960","PTOV1",49850735,49860744,10009
"ENSG00000104967","NOVA2",45933734,45973865,40131
"ENSG00000104970","KIR3DX1",54532692,54545771,13079
"ENSG00000104972","LILRB1",54617158,54637528,20370
"ENSG00000104973","MED25",49818279,49840383,22104
"ENSG00000104974","LILRA1",54593582,54602090,8508
"ENSG00000104979","C19orf53",13774456,13778773,4317
"ENSG00000104980","TIMM44",7926718,7943667,16949
"ENSG00000104983","CCDC61",45995461,46021318,25857
"ENSG00000104998","IL27RA",14031762,14053218,21456
"ENSG00000105011","ASF1B",14119512,14136613,17101
"ENSG00000105048","TNNT1",55132698,55149206,16508
"ENSG00000105053","VRK3",49976468,50025946,49478
"ENSG00000105058","FAM32A",16185380,16192046,6666
"ENSG00000105063","PPP6R1",55229779,55259017,29238
"ENSG00000105072","C19orf44",16496394,16521352,24958
"ENSG00000105085","MED26",16574907,16629062,54155
"ENSG00000105088","OLFM2",9853718,9936552,82834
"ENSG00000105122","RASAL3",15451624,15464544,12920
"ENSG00000105127","AKAP8",15353385,15379798,26413
"ENSG00000105131","EPHX3",15226919,15233435,6516
"ENSG00000105135","ILVBL",15114984,15125786,10802
"ENSG00000105136","ZNF419",57487711,57496097,8386
"ENSG00000105137","SYDE1",15107401,15114985,7584
"ENSG00000105141","CASP14",15049480,15058293,8813
"ENSG00000105143","SLC1A6",14950034,15022990,72956
"ENSG00000105146","AURKC",57230802,57235548,4746
"ENSG00000105171","POP4",29606283,29617237,10954
"ENSG00000105173","CCNE1",29811991,29824312,12321
"ENSG00000105176","URI1",29923644,30016612,92968
"ENSG00000105186","ANKRD27",32597006,32676597,79591
"ENSG00000105193","RPS16",39433137,39435949,2812
"ENSG00000105197","TIMM50",39480412,39493785,13373
"ENSG00000105198","LGALS13",39602501,39607474,4973
"ENSG00000105202","FBL",39834458,39846379,11921
"ENSG00000105204","DYRK1B",39825350,39834201,8851
"ENSG00000105205","CLC",39731255,39738029,6774
"ENSG00000105219","CNTD2",40222208,40226697,4489
"ENSG00000105220","GPI",34359480,34402413,42933
"ENSG00000105221","AKT2",40230317,40285536,55219
"ENSG00000105223","PLD3",40348456,40380439,31983
"ENSG00000105227","PRX",40393768,40413366,19598
"ENSG00000105229","PIAS4",4007736,4039386,31650
"ENSG00000105245","NUMBL",40665905,40690972,25067
"ENSG00000105248","CCDC94",4247080,4269088,22008
"ENSG00000105251","SHD",4278601,4290724,12123
"ENSG00000105254","TBCB",36114289,36125947,11658
"ENSG00000105255","FSD1",4304598,4323843,19245
"ENSG00000105270","CLIP3",36014660,36033343,18683
"ENSG00000105278","ZFR2",3804024,3869038,65014
"ENSG00000105287","PRKD2",46674275,46717127,42852
"ENSG00000105289","TJP3",3708362,3750813,42451
"ENSG00000105290","APLP1",35867899,35879791,11892
"ENSG00000105298","CACTIN",3610645,3626815,16170
"ENSG00000105321","CCDC9",47255980,47273701,17721
"ENSG00000105323","HNRNPUL1",41262496,41307598,45102
"ENSG00000105327","BBC3",47220822,47232766,11944
"ENSG00000105329","TGFB1",41301587,41353911,52324
"ENSG00000105339","DENND3",141117278,141195808,78530
"ENSG00000105341","ATP5SL",41431318,41440717,9399
"ENSG00000105352","CEACAM4",41618971,41627074,8103
"ENSG00000105355","PLIN3",4838341,4867694,29353
"ENSG00000105357","MYH14",50188186,50310542,122356
"ENSG00000105364","MRPL4",10251901,10260045,8144
"ENSG00000105366","SIGLEC8",51450847,51458456,7609
"ENSG00000105370","LIM2",51379909,51387960,8051
"ENSG00000105371","ICAM4",10286955,10288522,1567
"ENSG00000105376","ICAM5",10289952,10296778,6826
"ENSG00000105379","ETFB",51345169,51366418,21249
"ENSG00000105383","CD33",51225064,51243860,18796
"ENSG00000105388","CEACAM5",41708585,41729798,21213
"ENSG00000105392","CRX",47819779,47843330,23551
"ENSG00000105393","BABAM1",17267376,17281249,13873
"ENSG00000105397","TYK2",10350529,10380676,30147
"ENSG00000105401","CDC37",10391133,10420121,28988
"ENSG00000105402","NAPA",47487637,47515091,27454
"ENSG00000105404","RABAC1",41956681,41959321,2640
"ENSG00000105409","ATP1A3",41966582,41997497,30915
"ENSG00000105419","MEIS3",47403124,47419523,16399
"ENSG00000105426","PTPRS",5158495,5340803,182308
"ENSG00000105427","CNFN",42387019,42390297,3278
"ENSG00000105428","ZNRF4",5455431,5456856,1425
"ENSG00000105429","MEGF8",42325609,42378769,53160
"ENSG00000105438","KDELR1",48382575,48391551,8976
"ENSG00000105443","CYTH2",48469208,48482314,13106
"ENSG00000105447","GRWD1",48445773,48457022,11249
"ENSG00000105464","GRIN2D",48394875,48444931,50056
"ENSG00000105467","SYNGR4",48364395,48376376,11981
"ENSG00000105472","CLEC11A",50723364,50725718,2354
"ENSG00000105479","CCDC114",48296457,48321894,25437
"ENSG00000105483","CARD8",48180770,48255946,75176
"ENSG00000105486","LIG1",48115445,48170603,55158
"ENSG00000105492","SIGLEC6",51517819,51531856,14037
"ENSG00000105497","ZNF175",51571283,51592510,21227
"ENSG00000105499","PLA2G4C",48047843,48110817,62974
"ENSG00000105501","SIGLEC5",51611927,51645545,33618
"ENSG00000105507","CABP5",48029953,48044053,14100
"ENSG00000105509","HAS1",51713112,51723994,10882
"ENSG00000105514","RAB3D",11322068,11346270,24202
"ENSG00000105516","DBP",48630030,48637438,7408
"ENSG00000105518","TMEM205",11342776,11346518,3742
"ENSG00000105519","CAPS",5911375,5915877,4502
"ENSG00000105520","LPPR2",11355386,11365698,10312
"ENSG00000105523","FAM83E",48600810,48614854,14044
"ENSG00000105538","RASIP1",48720585,48740610,20025
"ENSG00000105549","THEG",361747,376670,14923
"ENSG00000105550","FGF21",48755559,48758333,2774
"ENSG00000105552","BCAT2",48795062,48811029,15967
"ENSG00000105556","MIER2",301444,344815,43371
"ENSG00000105559","PLEKHA4",48837097,48868617,31520
"ENSG00000105568","PPP2R1A",52190048,52229518,39470
"ENSG00000105576","TNPO2",12699194,12724011,24817
"ENSG00000105583","WDR83OS",12668073,12669415,1342
"ENSG00000105605","CACNG7",53909335,53943941,34606
"ENSG00000105607","GCDH",12891160,12914207,23047
"ENSG00000105609","LILRB5",54249431,54257301,7870
"ENSG00000105612","DNASE2",12875209,12881466,6257
"ENSG00000105613","MAST1",12833951,12874952,41001
"ENSG00000105617","LENG1",54155161,54159882,4721
"ENSG00000105618","PRPF31",54115410,54131719,16309
"ENSG00000105619","TFPT",54107013,54115675,8662
"ENSG00000105639","JAK3",17824780,17848071,23291
"ENSG00000105640","RPL18A",17859910,17864153,4243
"ENSG00000105641","SLC5A5",17871945,17895174,23229
"ENSG00000105643","ARRDC2",18001132,18014102,12970
"ENSG00000105647","PIK3R2",18153163,18170532,17369
"ENSG00000105649","RAB3A",18196784,18204074,7290
"ENSG00000105650","PDE4C",18208652,18248200,39548
"ENSG00000105655","ISYNA1",18434388,18438301,3913
"ENSG00000105656","ELL",18442663,18522116,79453
"ENSG00000105662","CRTC1",18683678,18782333,98655
"ENSG00000105664","COMP",18782773,18791305,8532
"ENSG00000105668","UPK1A",35666516,35678483,11967
"ENSG00000105669","COPE",18899514,18919387,19873
"ENSG00000105671","DDX49",18919705,18929189,9484
"ENSG00000105672","ETV2",35641745,35644871,3126
"ENSG00000105675","ATP4A",35550043,35563658,13615
"ENSG00000105676","ARMC6",19033575,19060311,26736
"ENSG00000105677","TMEM147",35545600,35547526,1926
"ENSG00000105679","GAPDHS",35533455,35545319,11864
"ENSG00000105695","MAG",35292125,35313807,21682
"ENSG00000105696","TMEM59L",18607430,18621039,13609
"ENSG00000105697","HAMP",35280716,35285143,4427
"ENSG00000105699","LSR",35248330,35267964,19634
"ENSG00000105700","KXD1",18557762,18569387,11625
"ENSG00000105701","FKBP8",18531751,18544077,12326
"ENSG00000105705","SUGP1",19276018,19320509,44491
"ENSG00000105707","HPN",35040506,35066571,26065
"ENSG00000105708","ZNF14",19710472,19733112,22640
"ENSG00000105711","SCN1B",35030470,35040449,9979
"ENSG00000105717","PBX4",19561707,19618693,56986
"ENSG00000105722","ERF",42247569,42255128,7559
"ENSG00000105723","GSK3A",42230190,42242625,12435
"ENSG00000105726","ATP13A1",19645198,19663676,18478
"ENSG00000105732","ZNF574",42068477,42081552,13075
"ENSG00000105737","GRIK5",41998321,42069498,71177
"ENSG00000105738","SIPA1L3",37907208,38208369,301161
"ENSG00000105750","ZNF85",20923222,20950697,27475
"ENSG00000105755","ETHE1",43506719,43527230,20511
"ENSG00000105767","CADM4",43622368,43639850,17482
"ENSG00000105771","SMG9",43727983,43754962,26979
"ENSG00000105778","AVL9",32495426,32588726,93300
"ENSG00000105784","RUNDC3B",87627548,87832296,204748
"ENSG00000105792","C7orf63",90245174,90311063,65889
"ENSG00000105793","GTPBP10",90335223,90391455,56232
"ENSG00000105808","RASA4",102573807,102616757,42950
"ENSG00000105810","CDK6",92604921,92836594,231673
"ENSG00000105821","DNAJC2",103312289,103344830,32541
"ENSG00000105825","TFPI2",93885396,93890753,5357
"ENSG00000105829","BET1",93962762,94004382,41620
"ENSG00000105835","NAMPT",106248298,106286326,38028
"ENSG00000105849","TWISTNB",19695461,19709037,13576
"ENSG00000105851","PIK3CG",106865278,106908980,43702
"ENSG00000105852","PON3",95359872,95396375,36503
"ENSG00000105854","PON2",95404862,95435329,30467
"ENSG00000105855","ITGB8",20330702,20415754,85052
"ENSG00000105856","HBP1",107168961,107202522,33561
"ENSG00000105865","DUS4L",107563484,107578523,15039
"ENSG00000105866","SP4",21428043,21514822,86779
"ENSG00000105875","WDR91",135183839,135211534,27695
"ENSG00000105877","DNAH11",21543039,21901839,358800
"ENSG00000105879","CBLL1",107743949,107761667,17718
"ENSG00000105880","DLX5",97020396,97024950,4554
"ENSG00000105887","MTPN",135926760,135977359,50599
"ENSG00000105889","STEAP1B",22419444,22727613,308169
"ENSG00000105894","PTN",137227341,137343865,116524
"ENSG00000105926","MPP6",24573268,24694193,120925
"ENSG00000105928","DFNA5",24698355,24757940,59585
"ENSG00000105929","ATP6V0A4",138706294,138799560,93266
"ENSG00000105939","ZC3HAV1",139043515,139109720,66205
"ENSG00000105948","TTC26",139133744,139191986,58242
"ENSG00000105953","OGDH",44606572,44709066,102494
"ENSG00000105954","NPVF",25224570,25228486,3916
"ENSG00000105967","TFEC",115935148,116159896,224748
"ENSG00000105971","CAV2",116287380,116508541,221161
"ENSG00000105974","CAV1",116525001,116561184,36183
"ENSG00000105976","MET",116672196,116798386,126190
"ENSG00000105982","RNF32",156640281,156677130,36849
"ENSG00000105983","LMBR1",156668946,156893230,224284
"ENSG00000105989","WNT2",117275451,117323289,47838
"ENSG00000105991","HOXA1",27093313,27095996,2683
"ENSG00000105993","DNAJB6",157335381,157417439,82058
"ENSG00000105996","HOXA2",27100354,27102686,2332
"ENSG00000105997","HOXA3",27106184,27152581,46397
"ENSG00000106004","HOXA5",27141052,27143681,2629
"ENSG00000106006","HOXA6",27145396,27150603,5207
"ENSG00000106009","BRAT1",2537810,2555694,17884
"ENSG00000106012","IQCE",2558972,2614733,55761
"ENSG00000106013","ANKRD7",118214669,118496171,281502
"ENSG00000106018","VIPR2",159028175,159144867,116692
"ENSG00000106025","TSPAN12",120787320,120858402,71082
"ENSG00000106028","SSBP1",141738334,141787922,49588
"ENSG00000106031","HOXA13",27193503,27200091,6588
"ENSG00000106034","CPED1",120988697,121297442,308745
"ENSG00000106049","HIBADH",27525442,27662883,137441
"ENSG00000106052","TAX1BP1",27739331,27844564,105233
"ENSG00000106066","CPVL",28995235,29195451,200216
"ENSG00000106069","CHN2",29146569,29514328,367759
"ENSG00000106070","GRB10",50590063,50793462,203399
"ENSG00000106077","ABHD11",73736094,73738867,2773
"ENSG00000106078","COBL",51016212,51316818,300606
"ENSG00000106086","PLEKHA8",30027404,30130483,103079
"ENSG00000106089","STX1A",73699206,73719672,20466
"ENSG00000106100","NOD1",30424527,30478784,54257
"ENSG00000106105","GARS",30594838,30634033,39195
"ENSG00000106113","CRHR2",30651942,30700129,48187
"ENSG00000106123","EPHB6",142855061,142871094,16033
"ENSG00000106125","FAM188B",30771417,30892387,120970
"ENSG00000106128","GHRHR",30938669,30993254,54585
"ENSG00000106133","NSUN5P2",72947581,72954790,7209
"ENSG00000106144","CASP2",143288215,143307696,19481
"ENSG00000106153","CHCHD2",56101573,56106476,4903
"ENSG00000106236","NPTX2",98617285,98629869,12584
"ENSG00000106244","PDAP1",99392048,99408597,16549
"ENSG00000106245","BUD31",99408641,99419616,10975
"ENSG00000106246","PTCD1",99416739,99466163,49424
"ENSG00000106258","CYP3A5",99648194,99679998,31804
"ENSG00000106261","ZKSCAN1",100015572,100041689,26117
"ENSG00000106263","EIF3B",2354086,2380745,26659
"ENSG00000106266","SNX8",2251770,2354318,102548
"ENSG00000106268","NUDT1",2242222,2251146,8924
"ENSG00000106278","PTPRZ1",121873089,122062036,188947
"ENSG00000106290","TAF6",100107070,100119841,12771
"ENSG00000106299","WASL",123681943,123749003,67060
"ENSG00000106302","HYAL4",123828983,123877478,48495
"ENSG00000106304","SPAM1",123925237,123971414,46177
"ENSG00000106305","AIMP2",6009255,6023834,14579
"ENSG00000106327","TFR2",100620416,100642779,22363
"ENSG00000106328","FSCN3",127591409,127602144,10735
"ENSG00000106331","PAX4",127610292,127618075,7783
"ENSG00000106333","PCOLCE",100602363,100608175,5812
"ENSG00000106336","FBXO24",100583982,100601117,17135
"ENSG00000106341","PPP1R17",31687215,31708455,21240
"ENSG00000106344","RBM28",128297685,128343908,46223
"ENSG00000106346","USP42",6104884,6161564,56680
"ENSG00000106348","IMPDH1",128392277,128410252,17975
"ENSG00000106351","AGFG2",100539203,100568220,29017
"ENSG00000106355","LSM5",32485338,32495283,9945
"ENSG00000106366","SERPINE1",101127089,101139266,12177
"ENSG00000106367","AP1S1",101154456,101161596,7140
"ENSG00000106384","MOGAT3",101195007,101201038,6031
"ENSG00000106392","C1GALT1",7156934,7248651,91717
"ENSG00000106397","PLOD3",101205977,101218420,12443
"ENSG00000106399","RPA3",7636518,7718607,82089
"ENSG00000106400","ZNHIT1",101218165,101224190,6025
"ENSG00000106404","CLDN15",101232092,101238820,6728
"ENSG00000106410","NOBOX",144397240,144410227,12987
"ENSG00000106415","GLCCI1",7968796,8094272,125476
"ENSG00000106436","MYL10",101613325,101629296,15971
"ENSG00000106443","PHF14",10973336,11169630,196294
"ENSG00000106459","NRF1",129611720,129757082,145362
"ENSG00000106460","TMEM106B",12211270,12243367,32097
"ENSG00000106462","EZH2",148807383,148884321,76938
"ENSG00000106477","CEP41",130393771,130442433,48662
"ENSG00000106479","ZNF862",149838375,149867479,29104
"ENSG00000106483","SFRP4",37905932,38025695,119763
"ENSG00000106484","MEST",130486171,130506465,20294
"ENSG00000106511","MEOX2",15611212,15686683,75471
"ENSG00000106524","ANKMY2",16599779,16645817,46038
"ENSG00000106536","POU6F2",38977998,39493095,515097
"ENSG00000106537","TSPAN13",16753755,16784536,30781
"ENSG00000106538","RARRES2",150338317,150341662,3345
"ENSG00000106541","AGR2",16791811,16833433,41622
"ENSG00000106546","AHR",16916359,17346152,429793
"ENSG00000106554","CHCHD3",132784870,133082090,297220
"ENSG00000106560","GIMAP2",150685697,150693641,7944
"ENSG00000106565","TMEM176B",150791285,150801360,10075
"ENSG00000106571","GLI3",41960949,42237870,276921
"ENSG00000106588","PSMA2",42916861,42932185,15324
"ENSG00000106603","COA1",43608456,43729717,121261
"ENSG00000106605","BLVRA",43758680,43807342,48662
"ENSG00000106608","URGCP",43875894,43926411,50517
"ENSG00000106609","TMEM248",66921225,66958551,37326
"ENSG00000106610","STAG3L4",67302621,67362950,60329
"ENSG00000106615","RHEB",151466012,151520120,54108
"ENSG00000106617","PRKAG2",151556124,151877125,321001
"ENSG00000106624","AEBP1",44104345,44114562,10217
"ENSG00000106628","POLD2",44114681,44124358,9677
"ENSG00000106631","MYL7",44138864,44141332,2468
"ENSG00000106633","GCK",44144271,44198170,53899
"ENSG00000106635","BCL7B",73536356,73557690,21334
"ENSG00000106638","TBL2",73567533,73578791,11258
"ENSG00000106648","GALNTL5",151956379,152019929,63550
"ENSG00000106665","CLIP2",74289475,74405943,116468
"ENSG00000106682","EIF4H",74174245,74197101,22856
"ENSG00000106683","LIMK1",74082933,74122525,39592
"ENSG00000106686","SPATA6L",4553386,4666674,113288
"ENSG00000106688","SLC1A1",4490468,4587469,97001
"ENSG00000106689","LHX2",124001670,124033301,31631
"ENSG00000106692","FKTN",105558130,105641118,82988
"ENSG00000106701","FSD1L",105447796,105552433,104637
"ENSG00000106714","CNTNAP3",39072767,39288315,215548
"ENSG00000106723","SPIN1",88388430,88478694,90264
"ENSG00000106733","NMRK1",75060573,75088217,27644
"ENSG00000106771","TMEM245",109015135,109119947,104812
"ENSG00000106772","PRUNE2",76611376,76906114,294738
"ENSG00000106780","MEGF9",120600811,120714470,113659
"ENSG00000106785","TRIM14",98069275,98119222,49947
"ENSG00000106789","CORO2A",98120975,98192637,71662
"ENSG00000106799","TGFBR1",99104038,99154192,50154
"ENSG00000106804","C5",120952335,121050276,97941
"ENSG00000106809","OGN",92383268,92404696,21428
"ENSG00000106819","ASPN",92456205,92482506,26301
"ENSG00000106823","ECM2",92493554,92536655,43101
"ENSG00000106829","TLE4",79571773,79726882,155109
"ENSG00000106852","LHX6",122202577,122229626,27049
"ENSG00000106853","PTGR1",111549722,111599893,50171
"ENSG00000106868","SUSD1",112040785,112175408,134623
"ENSG00000106927","AMBP",114060127,114078328,18201
"ENSG00000106948","AKNA",114334156,114394405,60249
"ENSG00000106952","TNFSF8",114893343,114930595,37252
"ENSG00000106976","DNM1",128191655,128255248,63593
"ENSG00000106991","ENG",127815012,127854756,39744
"ENSG00000106992","AK1",127866486,127877675,11189
"ENSG00000106993","CDC37L1",4679559,4708399,28840
"ENSG00000107014","RLN2",5299864,5304716,4852
"ENSG00000107018","RLN1",5334930,5339876,4946
"ENSG00000107021","TBC1D13",128787253,128810430,23177
"ENSG00000107036","KIAA1432",5629025,5776557,147532
"ENSG00000107077","KDM4C",6720863,7175648,454785
"ENSG00000107099","DOCK8",214854,465259,250405
"ENSG00000107104","KANK1",470291,746106,275815
"ENSG00000107130","NCS1",130172404,130237303,64899
"ENSG00000107140","TESK1",35605262,35610041,4779
"ENSG00000107147","KCNT1",135702185,135795508,93323
"ENSG00000107159","CA9",35673918,35681159,7241
"ENSG00000107164","FUBP3",130578965,130638352,59387
"ENSG00000107165","TYRP1",12685439,12710290,24851
"ENSG00000107175","CREB3",35732598,35736999,4401
"ENSG00000107185","RGP1",35749287,35758575,9288
"ENSG00000107186","MPDZ",13105704,13279590,173886
"ENSG00000107201","DDX58",32455302,32526208,70906
"ENSG00000107242","PIP5K1B",68705240,69009176,303936
"ENSG00000107249","GLIS3",3824127,4348392,524265
"ENSG00000107262","BAG1",33247820,33264720,16900
"ENSG00000107263","RAPGEF1",131576770,131740074,163304
"ENSG00000107281","NPDC1",137039463,137046179,6716
"ENSG00000107282","APBA1",69427532,69672371,244839
"ENSG00000107290","SETX",132261356,132354986,93630
"ENSG00000107295","SH3GL2",17579066,17797124,218058
"ENSG00000107317","PTGDS",136975092,136981742,6650
"ENSG00000107331","ABCA2",137007234,137028922,21688
"ENSG00000107338","SHB",37915898,38069227,153329
"ENSG00000107341","UBE2R2",33817160,33920399,103239
"ENSG00000107362","FAM108B1",71862452,71910931,48479
"ENSG00000107404","DVL1",1335276,1349418,14142
"ENSG00000107438","PDLIM1",95237572,95291012,53440
"ENSG00000107443","CCNJ",96043394,96060870,17476
"ENSG00000107447","DNTT",96304409,96338564,34155
"ENSG00000107485","GATA3",8045378,8075198,29820
"ENSG00000107518","ATRNL1",115093365,115948999,855634
"ENSG00000107521","HPS1",98416198,98446947,30749
"ENSG00000107537","PHYH",13277796,13302412,24616
"ENSG00000107551","RASSF4",44959407,44995891,36484
"ENSG00000107554","DNMBP",99875577,100009947,134370
"ENSG00000107560","RAB11FIP2",118004916,118046941,42025
"ENSG00000107566","ERLIN1",100150094,100186033,35939
"ENSG00000107581","EIF3A",119033670,119080823,47153
"ENSG00000107593","PKD2L1",100288149,100330264,42115
"ENSG00000107611","CUBN",16823966,17129817,305851
"ENSG00000107614","TRDMT1",17137336,17202054,64718
"ENSG00000107625","DDX50",68901286,68946847,45561
"ENSG00000107643","MAPK8",48306639,48439360,132721
"ENSG00000107651","SEC23IP",119892730,119944657,51927
"ENSG00000107669","ATE1",121740421,121928801,188380
"ENSG00000107672","NSMCE4A",121957091,121975217,18126
"ENSG00000107679","PLEKHA1",122374696,122442602,67906
"ENSG00000107719","PALD1",70478767,70568450,89683
"ENSG00000107731","UNC5B",71212570,71302864,90294
"ENSG00000107736","CDH23",71396934,71815947,419013
"ENSG00000107742","SPOCK2",72059034,72089032,29998
"ENSG00000107745","MICU1",72367327,72626191,258864
"ENSG00000107758","PPP3CB",73436428,73496024,59596
"ENSG00000107771","FAM190B",84328586,84518521,189935
"ENSG00000107779","BMPR1A",86756601,86932838,176237
"ENSG00000107789","MINPP1",87504875,87553461,48586
"ENSG00000107796","ACTA2",88935074,88991339,56265
"ENSG00000107798","LIPA",89213569,89414557,200988
"ENSG00000107815","C10orf2",100987367,100994403,7036
"ENSG00000107816","LZTS2",100996618,101007836,11218
"ENSG00000107819","SFXN3",101031234,101041244,10010
"ENSG00000107821","KAZALD1",101061841,101068131,6290
"ENSG00000107829","FBXW4",101610664,101695295,84631
"ENSG00000107831","FGF8",101770130,101780369,10239
"ENSG00000107833","NPM3",101781325,101783413,2088
"ENSG00000107854","TNKS2",91798426,91865475,67049
"ENSG00000107862","GBF1",102245532,102382899,137367
"ENSG00000107863","ARHGAP21",24583609,24723887,140278
"ENSG00000107864","CPEB3",92046692,92291078,244386
"ENSG00000107874","CUEDC2",102423245,102432584,9339
"ENSG00000107882","SUFU",102503987,102633535,129548
"ENSG00000107890","ANKRD26",26991914,27100498,108584
"ENSG00000107897","ACBD5",27195214,27242130,46916
"ENSG00000107929","LARP4B",806914,931705,124791
"ENSG00000107937","GTPBP4",988434,1019932,31498
"ENSG00000107938","C10orf137",125719515,125764143,44628
"ENSG00000107949","BCCIP",125823546,125853695,30149
"ENSG00000107951","MTPAP",30309801,30374448,64647
"ENSG00000107954","NEURL",103493979,103592552,98573
"ENSG00000107957","SH3PXD2A",103594027,103855543,261516
"ENSG00000107959","PITRM1",3137728,3172841,35113
"ENSG00000107960","OBFC1",103877569,103918184,40615
"ENSG00000107968","MAP3K8",30434021,30461833,27812
"ENSG00000107984","DKK1",52314281,52318042,3761
"ENSG00000108001","EBF3",129835283,129963841,128558
"ENSG00000108010","GLRX3",130136391,130184521,48130
"ENSG00000108018","SORCS1",106573663,107164534,590871
"ENSG00000108021","FAM208B",5684838,5763740,78902
"ENSG00000108039","XPNPEP1",109864766,109923553,58787
"ENSG00000108055","SMC3",110567691,110604636,36945
"ENSG00000108061","SHOC2",110919547,111013667,94120
"ENSG00000108064","TFAM",58385345,58399220,13875
"ENSG00000108091","CCDC6",59788747,59906556,117809
"ENSG00000108094","CUL2",35008551,35090642,82091
"ENSG00000108100","CCNY",35247025,35572669,325644
"ENSG00000108175","ZMIZ1",79068966,79316528,247562
"ENSG00000108179","PPIF",79347469,79355334,7865
"ENSG00000108187","PBLD",68282660,68333049,50389
"ENSG00000108219","TSPAN14",80454166,80533124,78958
"ENSG00000108231","LGI1",93757840,93806272,48432
