Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
U6 snRNA binding (GO:0017070)	1/12	0.06462141319356749791236183000364690087735652923583984375	0.1474543155598676824613590952139929868280887603759765625	0.09776795203834696967870598882655031047761440277099609375	0.240585842761030288539103594303014688193798065185546875	-1.9325790997163315	5.293738931915226	LSM2
RNA stem-loop binding (GO:0035613)	1/14	0.07498176071637718820284135290421545505523681640625	0.1565990309459839580075168896655668504536151885986328125	0.11194544113649125549603269291765172965824604034423828125	0.24880653859217194412423168614623136818408966064453125	-2.04312732129534	5.292742544652513	RBPMS
RNA binding (GO:0003723)	15/1388	0.00973939345017354497768824472814230830408632755279541015625	0.051179151145529906685727183912604232318699359893798828125	0.1346883140368282660848109344442491419613361358642578125	0.270454134585951189162500440943404100835323333740234375	-1.1343216357485362	5.253697360539061	YWHAE;RBPMS;PRMT1;APEH;LSM2;NME1;DHFR;PPP1CC;C1QBP;SUMO2;SNIP1;GRB2;S100A4;HSPA1B;HSPA1A
transcription corepressor binding (GO:0001222)	1/13	0.0698158810277721697534758504843921400606632232666015625	0.1514500593107128978420661269410629756748676300048828125	0.1048844568810998467700557057469268329441547393798828125	0.24375924701070428302074333259952254593372344970703125	-1.953466486449565	5.199920276445013	SUMO2
tumor necrosis factor receptor binding (GO:0005164)	1/12	0.06462141319356749791236183000364690087735652923583984375	0.1474543155598676824613590952139929868280887603759765625	0.09776795203834696967870598882655031047761440277099609375	0.240585842761030288539103594303014688193798065185546875	-1.8900289495426084	5.177185158480266	TNFSF11
transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	1/15	0.080119208152971299607969513090210966765880584716796875	0.1565990309459839580075168896655668504536151885986328125	0.1189513331914766325336785257604788057506084442138671875	0.24880653859217194412423168614623136818408966064453125	-2.0507953334413744	5.176698897776342	ACVR1
titin binding (GO:0031432)	1/15	0.080119208152971299607969513090210966765880584716796875	0.1565990309459839580075168896655668504536151885986328125	0.1189513331914766325336785257604788057506084442138671875	0.24880653859217194412423168614623136818408966064453125	-2.029159055750776	5.122083747718948	CALM1
transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	5/281	0.0202878312694006225636034201897928141988813877105712890625	0.09093295801106350551012980076848180033266544342041015625	0.0751302786221622886930759932511136867105960845947265625	0.2368694711493651017253370127946254797279834747314453125	-1.3123573713363175	5.115219969414351	RBL2;PLSCR1;CEBPG;RBPJ;HOXB7
ATP-dependent microtubule motor activity (GO:1990939)	2/49	0.0303044221171522194790970416988784563727676868438720703125	0.11885015549070636342587903300227480940520763397216796875	0.061039954624188215437374793737035361118614673614501953125	0.236856705899956276883955297307693399488925933837890625	-1.4580462355998787	5.098002721412322	DYNLL1;DYNLL2
phosphatase activity (GO:0016791)	3/105	0.020721501167430482481801590211034636013209819793701171875	0.09124731215833421782424039747638744302093982696533203125	0.05347878830985196285663363369167200289666652679443359375	0.236856705899956276883955297307693399488925933837890625	-1.285704236617454	4.984139719044624	DUSP23;PPP1CC;PPP1CA
SUMO binding (GO:0032183)	1/13	0.0698158810277721697534758504843921400606632232666015625	0.1514500593107128978420661269410629756748676300048828125	0.1048844568810998467700557057469268329441547393798828125	0.24375924701070428302074333259952254593372344970703125	-1.8684114897227488	4.973512910277918	RNF4
cytokine activity (GO:0005125)	4/156	0.011194432511871861557484209015456144697964191436767578125	0.057342909397547693617358532947037019766867160797119140625	0.037474250527969717172727115439556655474007129669189453125	0.2001284443089446363206462820016895420849323272705078125	-1.1055530457331737	4.9665187559410535	TNFSF11;CXCL13;WNT1;IL2
regulatory region DNA binding (GO:0000975)	5/225	0.00842696153320053077673268404623740934766829013824462890625	0.0496269533006745700021156153525225818157196044921875	0.03505865750159410654251956884763785637915134429931640625	0.1912983268021765381750043388819904066622257232666015625	-1.0230928182435859	4.88661767361093	CDK9;NFYA;LEF1;WNT1;FOXA2
CXCR chemokine receptor binding (GO:0045236)	1/18	0.09536250356575427800098765374059439636766910552978515625	0.174715243759155647307323988570715300738811492919921875	0.13964269101919513094145486320485360920429229736328125	0.272946841749409030430939537836820818483829498291015625	-2.0540815724690424	4.827235115743649	CXCL13
ribosomal small subunit binding (GO:0043024)	1/15	0.080119208152971299607969513090210966765880584716796875	0.1565990309459839580075168896655668504536151885986328125	0.1189513331914766325336785257604788057506084442138671875	0.24880653859217194412423168614623136818408966064453125	-1.8945143578523227	4.782208262419928	NME1
adrenergic receptor binding (GO:0031690)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.1633001754633925106663383530758437700569629669189453125	0.1259025581488703859900368797752889804542064666748046875	0.259029033568577593538151404573000036180019378662109375	-1.9286549614912643	4.749160132644094	C1QBP
protein kinase activity (GO:0004672)	8/514	0.0079127080696797247316709444930893369019031524658203125	0.0496269533006745700021156153525225818157196044921875	0.0531213276466734052316809311378165148198604583740234375	0.236856705899956276883955297307693399488925933837890625	-0.9719301101720977	4.703446993247184	ACVR1;CDC42;CDK9;CSNK2B;CSK;FYN;RAC1;MAPK12
1-phosphatidylinositol-3-kinase activity (GO:0016303)	2/44	0.024816803045123576876296311866099131293594837188720703125	0.1073968545573451283114962961917626671493053436279296875	0.0508066742392465631183995355968363583087921142578125	0.236856705899956276883955297307693399488925933837890625	-1.2714727678696447	4.699661272768417	GRB2;IRS2
MAP kinase activity (GO:0004707)	1/15	0.080119208152971299607969513090210966765880584716796875	0.1565990309459839580075168896655668504536151885986328125	0.1189513331914766325336785257604788057506084442138671875	0.24880653859217194412423168614623136818408966064453125	-1.8330241634639808	4.626992275566659	MAPK12
cytokine receptor binding (GO:0005126)	3/138	0.041594977329890432671266609077065368182957172393798828125	0.1373728856552960397863216712721623480319976806640625	0.09995009285872331894484688064039801247417926788330078125	0.2435677020149471239118810217405552975833415985107421875	-1.4306674408030093	4.54920178661199	SDCBP;TNFSF11;IL2
magnesium ion binding (GO:0000287)	3/128	0.03446205042358563286342132414574734866619110107421875	0.12953959147113902616865743766538798809051513671875	0.0845173470601986720485143678160966373980045318603515625	0.2368694711493651017253370127946254797279834747314453125	-1.3502684896836616	4.5475645854104165	HMGCL;MAPK12;NME1
kinase binding (GO:0019900)	6/419	0.029405967073043111359442747243519988842308521270751953125	0.11885015549070636342587903300227480940520763397216796875	0.1183589347429624683005755514386692084372043609619140625	0.24880653859217194412423168614623136818408966064453125	-1.249319616528602	4.405797667908906	CDC42;PPP1CC;RHOG;GRB2;RAC1;CALM1
protein serine/threonine kinase activity (GO:0004674)	6/369	0.0169986369534077010057249168539783568121492862701416015625	0.07757559773282422799223212450669961981475353240966796875	0.07530736496907915189513715858993236906826496124267578125	0.2368694711493651017253370127946254797279834747314453125	-1.066203530844249	4.344376488376514	ACVR1;CDC42;CDK9;CSNK2B;RAC1;MAPK12
G-protein beta/gamma-subunit complex binding (GO:0031683)	1/18	0.09536250356575427800098765374059439636766910552978515625	0.174715243759155647307323988570715300738811492919921875	0.13964269101919513094145486320485360920429229736328125	0.272946841749409030430939537836820818483829498291015625	-1.8168701434401016	4.269771694907916	GNA15
neuropilin binding (GO:0038191)	1/20	0.10538536002592469031924338196404278278350830078125	0.1775283581644771790930548149844980798661708831787109375	0.1531691761869511669846843915365752764046192169189453125	0.272946841749409030430939537836820818483829498291015625	-1.8513719520191656	4.165830443183768	PXN
MHC protein complex binding (GO:0023023)	1/20	0.10538536002592469031924338196404278278350830078125	0.1775283581644771790930548149844980798661708831787109375	0.1531691761869511669846843915365752764046192169189453125	0.272946841749409030430939537836820818483829498291015625	-1.7865205777661253	4.0199063198054406	YWHAE
SH3 domain binding (GO:0017124)	2/56	0.038707049244364244433569410830386914312839508056640625	0.12953959147113902616865743766538798809051513671875	0.0764202413751187414892029892143909819424152374267578125	0.2368694711493651017253370127946254797279834747314453125	-1.2283705150727584	3.994333608957369	PLSCR1;GRB2
transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)	2/65	0.050636000553324893302953313423131476156413555145263671875	0.1406504557578418523888785784947685897350311279296875	0.097751435985991730337474336920422501862049102783203125	0.240585842761030288539103594303014688193798065185546875	-1.336214727769786	3.986052109121939	FOXF2;LEF1
K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.1787046179531358303105292861800990067422389984130859375	0.15985332963013199059076896446640603244304656982421875	0.272946841749409030430939537836820818483829498291015625	-1.7837230689081114	3.931412756327239	IKBKG
cadherin binding involved in cell-cell adhesion (GO:0098641)	1/20	0.10538536002592469031924338196404278278350830078125	0.1775283581644771790930548149844980798661708831787109375	0.1531691761869511669846843915365752764046192169189453125	0.272946841749409030430939537836820818483829498291015625	-1.7350763631244797	3.9041500692874846	PPP1CA
proteasome binding (GO:0070628)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.1787046179531358303105292861800990067422389984130859375	0.15985332963013199059076896446640603244304656982421875	0.272946841749409030430939537836820818483829498291015625	-1.7706966977144036	3.902701998041792	NEDD8
DNA binding, bending (GO:0008301)	1/18	0.09536250356575427800098765374059439636766910552978515625	0.174715243759155647307323988570715300738811492919921875	0.13964269101919513094145486320485360920429229736328125	0.272946841749409030430939537836820818483829498291015625	-1.637207971056865	3.84755304540381	LEF1
hyaluronic acid binding (GO:0005540)	1/19	0.10038776440618712992858263532980345189571380615234375	0.1764771208829782889182524741045199334621429443359375	0.1464324330324536516112488016005954705178737640380859375	0.272946841749409030430939537836820818483829498291015625	-1.6608099861696959	3.817728740357113	C1QBP
phosphatase inhibitor activity (GO:0019212)	1/19	0.10038776440618712992858263532980345189571380615234375	0.1764771208829782889182524741045199334621429443359375	0.1464324330324536516112488016005954705178737640380859375	0.272946841749409030430939537836820818483829498291015625	-1.6397052503616207	3.769214968689618	PPP1R9B
poly(A) binding (GO:0008143)	1/15	0.080119208152971299607969513090210966765880584716796875	0.1565990309459839580075168896655668504536151885986328125	0.1189513331914766325336785257604788057506084442138671875	0.24880653859217194412423168614623136818408966064453125	-1.4701444453441088	3.7109969023646694	RBPMS
transforming growth factor beta binding (GO:0050431)	1/20	0.10538536002592469031924338196404278278350830078125	0.1775283581644771790930548149844980798661708831787109375	0.1531691761869511669846843915365752764046192169189453125	0.272946841749409030430939537836820818483829498291015625	-1.6484051454813358	3.7091284278437793	ACVR1
poly-purine tract binding (GO:0070717)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.1787046179531358303105292861800990067422389984130859375	0.15985332963013199059076896446640603244304656982421875	0.272946841749409030430939537836820818483829498291015625	-1.6818660699263113	3.7069149561371084	RBPMS
N-methyltransferase activity (GO:0008170)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1820115584095967076194710898562334477901458740234375	0.16648529935255229617041550227440893650054931640625	0.276740464486692872014828026294708251953125	-1.6702427756301599	3.6081149366853023	PRMT1
protein binding involved in cell-cell adhesion (GO:0098632)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1820115584095967076194710898562334477901458740234375	0.16648529935255229617041550227440893650054931640625	0.276740464486692872014828026294708251953125	-1.656194035500839	3.5777663730861646	PPP1CA
methyl-CpG binding (GO:0008327)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.1787046179531358303105292861800990067422389984130859375	0.15985332963013199059076896446640603244304656982421875	0.272946841749409030430939537836820818483829498291015625	-1.615198963210612	3.5599773970854285	PRMT1
RNA polymerase binding (GO:0070063)	1/20	0.10538536002592469031924338196404278278350830078125	0.1775283581644771790930548149844980798661708831787109375	0.1531691761869511669846843915365752764046192169189453125	0.272946841749409030430939537836820818483829498291015625	-1.5814491713099825	3.558468677785536	TAF10
oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	1/19	0.10038776440618712992858263532980345189571380615234375	0.1764771208829782889182524741045199334621429443359375	0.1464324330324536516112488016005954705178737640380859375	0.272946841749409030430939537836820818483829498291015625	-1.5353510181352934	3.5293343352240365	DHFR
ubiquitin conjugating enzyme activity (GO:0061631)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.1787046179531358303105292861800990067422389984130859375	0.15985332963013199059076896446640603244304656982421875	0.272946841749409030430939537836820818483829498291015625	-1.5957218314035373	3.517048847369539	UBE2G2
ubiquitin binding (GO:0043130)	2/63	0.04788244957376763810685815769829787313938140869140625	0.1406504557578418523888785784947685897350311279296875	0.0928750823982139872558860815843218006193637847900390625	0.2403262441438320518027893513135495595633983612060546875	-1.1531480589756338	3.5044241456167686	RNF216;IKBKG
DNA polymerase binding (GO:0070182)	1/17	0.09030942576176857750080984033047570846974849700927734375	0.1691616855686859099971997011380153708159923553466796875	0.1327995378764199874144225077543524093925952911376953125	0.2688119677982372390800946959643624722957611083984375	-1.449554557572827	3.4854734175276993	PCNA
immunoglobulin binding (GO:0019865)	1/12	0.06462141319356749791236183000364690087735652923583984375	0.1474543155598676824613590952139929868280887603759765625	0.09776795203834696967870598882655031047761440277099609375	0.240585842761030288539103594303014688193798065185546875	-1.2495541635021008	3.4227905723697276	FCER1G
MHC class II protein complex binding (GO:0023026)	1/17	0.09030942576176857750080984033047570846974849700927734375	0.1691616855686859099971997011380153708159923553466796875	0.1327995378764199874144225077543524093925952911376953125	0.2688119677982372390800946959643624722957611083984375	-1.381430838847669	3.3216690201842463	YWHAE
nucleoside diphosphate kinase activity (GO:0004550)	1/19	0.10038776440618712992858263532980345189571380615234375	0.1764771208829782889182524741045199334621429443359375	0.1464324330324536516112488016005954705178737640380859375	0.272946841749409030430939537836820818483829498291015625	-1.4081845435416005	3.237014859239968	NME1
protein phosphatase inhibitor activity (GO:0004864)	1/24	0.12510209666697591490702734517981298267841339111328125	0.1926418789166316203331774659091024659574031829833984375	0.1795942962355535910123904841384501196444034576416015625	0.2885053407958475535366460462682880461215972900390625	-1.5518841883219314	3.2257854288112093	PPP1R9B
growth factor activity (GO:0008083)	2/70	0.057760420535479715942184242294388241134583950042724609375	0.1406504557578418523888785784947685897350311279296875	0.11024691380812223773233426982187665998935699462890625	0.24880653859217194412423168614623136818408966064453125	-1.1250814637907858	3.2081152316945323	IGF2;IL2
ATP binding (GO:0005524)	4/256	0.0544170759473578125042791953092091716825962066650390625	0.1406504557578418523888785784947685897350311279296875	0.1489946835442856054587679182077408768236637115478515625	0.272946841749409030430939537836820818483829498291015625	-1.1016189422207128	3.2068978720261643	ACVR1;HSPA1B;HSPA1A;NME1
hormone activity (GO:0005179)	2/84	0.0793638222124659897804832553447340615093708038330078125	0.1565990309459839580075168896655668504536151885986328125	0.1471780045200109798830823137905099429190158843994140625	0.272946841749409030430939537836820818483829498291015625	-1.2603085528527203	3.193259728566758	IGF2;IGF1
ubiquitin-protein transferase activity (GO:0004842)	6/418	0.0291119600098321551495672565579297952353954315185546875	0.11885015549070636342587903300227480940520763397216796875	0.11739566863409971186893443473309162072837352752685546875	0.24880653859217194412423168614623136818408966064453125	-0.8992100300907614	3.1801517606326253	CDC42;RNF11;RNF216;UBE2G2;VHL;RNF4
calcium-dependent cysteine-type endopeptidase activity (GO:0004198)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1820115584095967076194710898562334477901458740234375	0.16648529935255229617041550227440893650054931640625	0.276740464486692872014828026294708251953125	-1.4702086880310683	3.175994534883119	CAPNS1
fibroblast growth factor binding (GO:0017134)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.187413843827203885350485279559507034718990325927734375	0.173065488280264523357487860266701318323612213134765625	0.2839178925382117579800933526712469756603240966796875	-1.47361619664037	3.1218332379168805	CXCL13
ubiquitin-like protein conjugating enzyme activity (GO:0061650)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1820115584095967076194710898562334477901458740234375	0.16648529935255229617041550227440893650054931640625	0.276740464486692872014828026294708251953125	-1.444014297081534	3.1194085255787347	UBE2G2
protein tyrosine kinase activity (GO:0004713)	3/148	0.04941145283195637338824468542952672578394412994384765625	0.1406504557578418523888785784947685897350311279296875	0.116427412221105475165217058020061813294887542724609375	0.24880653859217194412423168614623136818408966064453125	-0.9822532701319499	2.954198456603375	CSK;FYN;GRB2
death receptor activity (GO:0005035)	1/25	0.12996361384791754733925017717410810291767120361328125	0.1965112474447427981516511863446794450283050537109375	0.186072120019833586734847585830721072852611541748046875	0.2885053407958475535366460462682880461215972900390625	-1.3705247069704798	2.796556707791456	TNFRSF14
cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	1/25	0.12996361384791754733925017717410810291767120361328125	0.1965112474447427981516511863446794450283050537109375	0.186072120019833586734847585830721072852611541748046875	0.2885053407958475535366460462682880461215972900390625	-1.3681136520725035	2.7916369484368846	LEF1
carboxy-lyase activity (GO:0016831)	1/27	0.13960647889161037493721551072667352855205535888671875	0.2049194514724807236749626326854922808706760406494140625	0.198876387023454392899424192364676855504512786865234375	0.2989100188196829321896075271070003509521484375	-1.3984689318340533	2.7534841885745376	MVD
RNA polymerase II carboxy-terminal domain kinase activity (GO:0008353)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.1633001754633925106663383530758437700569629669189453125	0.1259025581488703859900368797752889804542064666748046875	0.259029033568577593538151404573000036180019378662109375	-1.1168660340719252	2.750194175954335	CDK9
Hsp70 protein binding (GO:0030544)	1/28	0.144388118140045540460647544023231603205204010009765625	0.2107059165880897089184742299039498902857303619384765625	0.2052036087576950273980713745913817547261714935302734375	0.30476985679397305961657593798008747398853302001953125	-1.3206451032429696	2.5557788854105814	MVD
nucleobase-containing compound kinase activity (GO:0019205)	1/31	0.1585755947628343653921234590598032809793949127197265625	0.2202304508612200339978670626805978827178478240966796875	0.2238902356919021396919333710684441030025482177734375	0.3157103885318395253278822565334849059581756591796875	-1.3860014679908537	2.5523547744049253	NME1
NADP binding (GO:0050661)	1/31	0.1585755947628343653921234590598032809793949127197265625	0.2202304508612200339978670626805978827178478240966796875	0.2238902356919021396919333710684441030025482177734375	0.3157103885318395253278822565334849059581756591796875	-1.3702033004241925	2.5232620718740484	DHFR
core promoter proximal region sequence-specific DNA binding (GO:0000987)	4/279	0.06999285609578763389659883387139416299760341644287109375	0.1514500593107128978420661269410629756748676300048828125	0.1839659028661156658923658824278390966355800628662109375	0.2885053407958475535366460462682880461215972900390625	-0.94824096860856	2.5217160916080825	LEF1;RBPJ;HOXB7;FOXA2
tumor necrosis factor receptor superfamily binding (GO:0032813)	1/27	0.13960647889161037493721551072667352855205535888671875	0.2049194514724807236749626326854922808706760406494140625	0.198876387023454392899424192364676855504512786865234375	0.2989100188196829321896075271070003509521484375	-1.2792820440835473	2.518813826269078	TNFSF11
transcription coactivator activity (GO:0003713)	4/292	0.0797091215094290206355509553759475238621234893798828125	0.1565990309459839580075168896655668504536151885986328125	0.204841101995506702504457052782527171075344085693359375	0.30476985679397305961657593798008747398853302001953125	-0.9748245303457994	2.4656931424955597	RBPMS;TAF10;MED31;RNF4
channel activity (GO:0015267)	1/29	0.149143421512562268649304542122990824282169342041015625	0.213914278855160733261442373986938036978244781494140625	0.2114814033512868729491884778326493687927722930908203125	0.30861530372775003439045349296065978705883026123046875	-1.2933033673450405	2.4609582716442	BCL2
tumor necrosis factor-activated receptor activity (GO:0005031)	1/25	0.12996361384791754733925017717410810291767120361328125	0.1965112474447427981516511863446794450283050537109375	0.186072120019833586734847585830721072852611541748046875	0.2885053407958475535366460462682880461215972900390625	-1.205089256132285	2.458985544429698	TNFRSF14
phosphatidylinositol bisphosphate binding (GO:1902936)	2/88	0.085935633863600202619892343136598356068134307861328125	0.1634079098466943158474151687187259085476398468017578125	0.1581544863413474055757745873052044771611690521240234375	0.272946841749409030430939537836820818483829498291015625	-0.9884604215021291	2.4258367724391996	SDCBP;PFN2
RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	4/263	0.058935600527162769479705417552395374514162540435791015625	0.1406504557578418523888785784947685897350311279296875	0.1593473617607495673720308104748255573213100433349609375	0.272946841749409030430939537836820818483829498291015625	-0.8552776640757025	2.4215561583458434	LEF1;RBPJ;HOXB7;FOXA2
ion channel inhibitor activity (GO:0008200)	1/34	0.1725299038057993283867830314193270169198513031005859375	0.2340811127311115125149143523231032304465770721435546875	0.24214223284327573981755676868488080799579620361328125	0.335788400241227691367384977638721466064453125	-1.3767511185268904	2.4192060041283394	CALM1
RNA polymerase II repressing transcription factor binding (GO:0001103)	1/29	0.149143421512562268649304542122990824282169342041015625	0.213914278855160733261442373986938036978244781494140625	0.2114814033512868729491884778326493687927722930908203125	0.30861530372775003439045349296065978705883026123046875	-1.2707542320123313	2.4180507199308123	RBPJ
actin monomer binding (GO:0003785)	1/26	0.134798359217011609612058009588508866727352142333984375	0.2026011267273647720177365272320457734167575836181640625	0.1924993533617756769071860389885841868817806243896484375	0.296425384624574850267464398712036199867725372314453125	-1.1875098379796203	2.379740327481074	PFN2
enhancer binding (GO:0035326)	1/27	0.13960647889161037493721551072667352855205535888671875	0.2049194514724807236749626326854922808706760406494140625	0.198876387023454392899424192364676855504512786865234375	0.2989100188196829321896075271070003509521484375	-1.2075752069189827	2.3776282497783825	LEF1
ATPase activity, coupled (GO:0042623)	2/95	0.09781065476015349258176456714863888919353485107421875	0.1764771208829782889182524741045199334621429443359375	0.177710967313786050159052365415845997631549835205078125	0.287777114811356760082361461172695271670818328857421875	-1.0187113277346103	2.3682203943061086	HSPA1B;HSPA1A
adenyl ribonucleotide binding (GO:0032559)	4/280	0.07071720603006616256980265688980580307543277740478515625	0.151709561654244484696363315379130654036998748779296875	0.185545523111161347884490169235505163669586181640625	0.2885053407958475535366460462682880461215972900390625	-0.8856251018712658	2.3460796728443634	ACVR1;HSPA1B;HSPA1A;NME1
phosphotyrosine residue binding (GO:0001784)	1/30	0.153872532731062772182184517077985219657421112060546875	0.2182034221214505798069893671708996407687664031982421875	0.21771015268940241416117942208074964582920074462890625	0.312258561857371497172408680853550322353839874267578125	-1.2464788675564191	2.3329481513779275	GRB2
WW domain binding (GO:0050699)	1/30	0.153872532731062772182184517077985219657421112060546875	0.2182034221214505798069893671708996407687664031982421875	0.21771015268940241416117942208074964582920074462890625	0.312258561857371497172408680853550322353839874267578125	-1.222100776611026	2.2873213672538846	DAZAP2
ligand-gated channel activity (GO:0022834)	1/32	0.1632527498067695426176015871533309109508991241455078125	0.2251452758324129221900733455186127685010433197021484375	0.2300220284141533955146741163844126276671886444091796875	0.3225448554857681671137470402754843235015869140625	-1.152579657871694	2.088999532373147	CALM1
mRNA binding (GO:0003729)	3/180	0.07876774718359091931318971546716056764125823974609375	0.1565990309459839580075168896655668504536151885986328125	0.1750268720781917863860144279897212982177734375	0.28527107072484503280662693214253522455692291259765625	-0.8188839247959762	2.080990137824862	DHFR;C1QBP;SNIP1
cyclin-dependent protein serine/threonine kinase activity (GO:0004693)	1/34	0.1725299038057993283867830314193270169198513031005859375	0.2340811127311115125149143523231032304465770721435546875	0.24214223284327573981755676868488080799579620361328125	0.335788400241227691367384977638721466064453125	-1.1648561275872313	2.0468673675892686	CDK9
deoxyribonuclease activity (GO:0004536)	1/31	0.1585755947628343653921234590598032809793949127197265625	0.2202304508612200339978670626805978827178478240966796875	0.2238902356919021396919333710684441030025482177734375	0.3157103885318395253278822565334849059581756591796875	-1.095170362766594	2.0167823546724675	NME1
core promoter binding (GO:0001047)	2/98	0.1030349894751891037802948858370655216276645660400390625	0.1775283581644771790930548149844980798661708831787109375	0.1862066342985151390365672341431491076946258544921875	0.2885053407958475535366460462682880461215972900390625	-0.8868681910879749	2.015573493580123	NFYA;E2F2
mitogen-activated protein kinase binding (GO:0051019)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.1787046179531358303105292861800990067422389984130859375	0.15985332963013199059076896446640603244304656982421875	0.272946841749409030430939537836820818483829498291015625	-0.908328366153614	2.0020000794272166	PRMT1
cyclin-dependent protein kinase activity (GO:0097472)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23648763836478370325977493848768062889575958251953125	0.2481313823733366230595009938042494468390941619873046875	0.338483570520149379401431133373989723622798919677734375	-1.1492447937385588	1.9891937013553158	CDK9
histone acetyltransferase binding (GO:0035035)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.187413843827203885350485279559507034718990325927734375	0.173065488280264523357487860266701318323612213134765625	0.2839178925382117579800933526712469756603240966796875	-0.9325060837107121	1.975499789785665	PCNA
carboxylic acid binding (GO:0031406)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23648763836478370325977493848768062889575958251953125	0.2481313823733366230595009938042494468390941619873046875	0.338483570520149379401431133373989723622798919677734375	-1.1338907487851275	1.9626178406874277	C1QBP
RNA polymerase II transcription corepressor activity (GO:0001106)	1/27	0.13960647889161037493721551072667352855205535888671875	0.2049194514724807236749626326854922808706760406494140625	0.198876387023454392899424192364676855504512786865234375	0.2989100188196829321896075271070003509521484375	-0.9687722351034568	1.9074424686639493	HSPA1A
peptide-lysine-N-acetyltransferase activity (GO:0061733)	1/40	0.1997541489475997134039886304890387691557407379150390625	0.25711944300434630417129255874897353351116180419921875	0.2773821073456839148008157280855812132358551025390625	0.36151191293181350605578927570604719221591949462890625	-1.173247044097567	1.8897113806798784	TAF10
protein kinase regulator activity (GO:0019887)	2/108	0.1209712382334373614867217838764190673828125	0.1874307456579800967855220505953184328973293304443359375	0.214900535695691008442054226179607212543487548828125	0.311792106702996785205783680794411338865756988525390625	-0.8619878317300987	1.8206928205587836	RPLP1;CSNK2B
transcription regulatory region sequence-specific DNA binding (GO:0000976)	4/293	0.08048316729893199850121021654558717273175716400146484375	0.1565990309459839580075168896655668504536151885986328125	0.206475960558814453094100827001966536045074462890625	0.30485568294272014089330014030565507709980010986328125	-0.7224593280271067	1.8203859837574077	FOXF2;NFYA;LEF1;E2F2
androgen receptor binding (GO:0050681)	1/43	0.2130314976971473817091151659042225219309329986572265625	0.267354529609919955301933214286691509187221527099609375	0.294389305775302811962745863638701848685741424560546875	0.37508485152081727509454367464059032499790191650390625	-1.175927440297552	1.8183545311126301	RNF4
receptor tyrosine kinase binding (GO:0030971)	1/40	0.1997541489475997134039886304890387691557407379150390625	0.25711944300434630417129255874897353351116180419921875	0.2773821073456839148008157280855812132358551025390625	0.36151191293181350605578927570604719221591949462890625	-1.1130122363863368	1.792693108000122	PCNA
histone acetyltransferase activity (GO:0004402)	1/42	0.208630152201653817911619626102037727832794189453125	0.26314657388248796632268522444064728915691375732421875	0.288764693552808815457666469228570349514484405517578125	0.369795602457933691997737923884415067732334136962890625	-1.1346593212297582	1.778229239376713	TAF10
peptidyl-prolyl cis-trans isomerase activity (GO:0003755)	1/39	0.195279222530085394549104194084065966308116912841796875	0.25396417023342710006517108922707848250865936279296875	0.271623439500770003096619120697141624987125396728515625	0.36072742494546705671609743149019777774810791015625	-1.0570562284990466	1.7265161891678809	PIN1
phosphotransferase activity, phosphate group as acceptor (GO:0016776)	1/42	0.208630152201653817911619626102037727832794189453125	0.26314657388248796632268522444064728915691375732421875	0.288764693552808815457666469228570349514484405517578125	0.369795602457933691997737923884415067732334136962890625	-1.0865066877189167	1.7027648076659099	NME1
damaged DNA binding (GO:0003684)	1/47	0.2303956054971156575117419151865760795772075653076171875	0.2820941316086635897164569541928358376026153564453125	0.31645118758878876263906931853853166103363037109375	0.3932140994296335900770600346731953322887420654296875	-1.1502187044128038	1.6884720860277125	PCNA
protein methyltransferase activity (GO:0008276)	1/42	0.208630152201653817911619626102037727832794189453125	0.26314657388248796632268522444064728915691375732421875	0.288764693552808815457666469228570349514484405517578125	0.369795602457933691997737923884415067732334136962890625	-1.0547528676841287	1.6530004685455402	PRMT1
protein tyrosine/serine/threonine phosphatase activity (GO:0008138)	1/35	0.177130183317049161306755422629066742956638336181640625	0.23648763836478370325977493848768062889575958251953125	0.2481313823733366230595009938042494468390941619873046875	0.338483570520149379401431133373989723622798919677734375	-0.952820911219894	1.649209433398936	DUSP23
